case,point,solver_node,kind,adjacent_members,x_east_in,y_north_in,z_up_in,FX_lb,FY_lb,FZ_lb,MX_lb_in,MY_lb_in,MZ_lb_in
service_patches,TS-P046,N324,interior_applied_load,,138.833,0.0,151.373,9.410583649144266e-09,-2.3675862430563432,-1.2127873487421947e-07,5.449972426130323e-08,1.1310161878286218e-10,3.89321567345613e-09
service_patches,TS-P047,N562,interior_applied_load,,138.833,0.0,153.373,1.0253411874571493e-08,-17.93038192022813,7.678485277337602e-08,-9.953748628892453e-08,5.717740558909745e-11,2.935311383233848e-08
service_patches,TS-P048,N108,interior_applied_load,,149.51,0.0,115.0,3.732311254999611e-12,-30.54065022425943,-7.538680949323431e-12,9.789668827554597e-13,-3.971487488531054e-12,3.936343531180078e-11
service_patches,TS-P049,N337,interior_applied_load,,160.188,0.0,134.187,3.0924170381533416e-12,-8.026152881095754,-1.0320244586469697e-13,-5.045094341371661e-12,9.357486540326729e-12,1.9246041493474075e-12
service_patches,TS-P050,N109,interior_applied_load,,167.306,0.0,115.0,1.2966528832860106e-11,-6.723893282890083,-3.62390477456811e-11,4.2738149623311744e-14,4.050147904310952e-11,-1.0948062011111521e-10
service_patches,TS-P051,N563,interior_applied_load,,167.306,0.0,153.373,-5.455990652777433e-12,-13.44778640453687,-1.0030858373376637e-12,1.8163185807305225e-11,-1.880867119900019e-11,-6.269405299420433e-11
service_patches,TS-P052,N110,interior_applied_load,,170.865,0.0,115.0,-3.361633947736895e-13,-26.058054738078283,-3.062863362274888e-11,-1.8678515089823624e-13,1.2545880572960928e-11,-1.1219077104671963e-10
service_patches,TS-P053,N111,interior_applied_load,,181.542,0.0,115.0,1.011422483543356e-07,-6.723893199660738,-7.862985307305337e-08,7.106910004939238e-08,3.149344209261517e-11,-1.290663007580406e-07
service_patches,TS-P054,N325,interior_applied_load,,181.542,0.0,117.5,-3.822295057149126e-08,-2.367586243907866,-2.5152962814334946e-08,3.364434818021761e-08,2.7751244633071694e-11,-7.962313198849154e-08
service_patches,TS-P055,N326,interior_applied_load,,181.542,0.0,134.437,-5.891343150150081e-14,-4.735172485298602,3.5147318030861296e-14,-1.6555498332791018e-12,-3.551803473269797e-15,5.588592571702823e-13
service_patches,TS-P056,N327,interior_applied_load,,181.542,0.0,151.373,-3.4701173823314946e-08,-2.3675862415328117,3.9277093202838564e-08,4.806701452142459e-07,4.767785325836997e-12,-5.89210435997245e-09
service_patches,TS-P057,N338,interior_applied_load,,181.542,0.0,153.373,4.290836403210666e-08,-16.939627159769014,-1.75481451394694e-07,2.389815163927941e-07,-3.02807339777747e-11,5.5387741862659024e-08
service_patches,TS-P058,N112,interior_applied_load,,192.219,0.0,115.0,-8.995905821701248e-12,-26.058054791887148,-6.843399881571976e-11,-3.529106550432458e-13,1.1364149286249015e-11,-2.920972215475126e-11
service_patches,TS-P059,N113,interior_applied_load,,195.778,0.0,115.0,8.850473563263551e-12,-6.723893202301838,6.747202990097122e-12,2.7560728140200875e-13,-2.4332830240660157e-11,-7.01056650197634e-11
service_patches,TS-P060,N564,interior_applied_load,,195.778,0.0,153.373,-1.3300842260635654e-12,-13.132911487198998,5.319211181889425e-13,-9.385634555564703e-14,4.5326458728747836e-11,9.733211527866404e-12
service_patches,TS-P061,N339,interior_applied_load,,202.396,0.0,134.187,3.3012102015843327e-12,-7.92271948549278,6.400144121445382e-14,1.0965253811803427e-12,1.5407054184802959e-12,-9.6924150064155e-13
service_patches,TS-P062,N114,interior_applied_load,,213.573,0.0,115.0,-5.040923991784597e-13,-30.225775253148683,3.2011711965551773e-12,-7.075839518968249e-14,2.8698928179661454e-11,-1.628181272255231e-10
